trip_id,start_station_id,start_station_name,start_date,end_station_id,end_station_name,end_date
194,4,Montpelier High School,2025-06-15 07:28:47.703806,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 07:48:41.703806
195,4,Montpelier High School,2025-06-15 07:56:44.200395,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:34:38.200395
196,4,Montpelier High School,2025-06-15 08:01:12.715067,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:53:06.715067
197,4,Montpelier High School,2025-06-15 07:29:56.688999,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:26:50.688999
198,4,Montpelier High School,2025-06-15 07:33:26.684131,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 07:40:20.684131
199,4,Montpelier High School,2025-06-15 08:20:56.790226,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:16:50.790226
200,4,Montpelier High School,2025-06-15 08:05:10.909597,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:27:04.909597
201,4,Montpelier High School,2025-06-15 08:54:01.766749,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:59:55.766749
202,4,Montpelier High School,2025-06-15 07:28:41.492892,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:00:35.492892
203,4,Montpelier High School,2025-06-15 07:30:59.294018,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:11:53.294018
204,4,Montpelier High School,2025-06-15 07:35:46.322760,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:01:40.322760
205,4,Montpelier High School,2025-06-15 08:51:36.804497,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:04:30.804497
206,4,Montpelier High School,2025-06-15 07:04:08.506758,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:00:02.506758
207,4,Montpelier High School,2025-06-15 07:08:11.897240,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 07:33:05.897240
208,4,Montpelier High School,2025-06-15 08:33:16.249464,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:55:10.249464
209,4,Montpelier High School,2025-06-15 08:54:14.023720,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:27:08.023720
210,4,Montpelier High School,2025-06-15 08:25:27.963189,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:44:21.963189
211,4,Montpelier High School,2025-06-15 07:48:30.630123,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:06:24.630123
212,4,Montpelier High School,2025-06-15 08:49:31.828446,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:09:25.828446
213,4,Montpelier High School,2025-06-15 07:53:26.636834,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:41:20.636834
214,4,Montpelier High School,2025-06-15 07:43:40.654823,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:07:34.654823
215,4,Montpelier High School,2025-06-15 08:48:56.845211,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:29:50.845211
216,4,Montpelier High School,2025-06-15 07:34:00.341309,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:19:54.341309
217,4,Montpelier High School,2025-06-15 07:17:19.427502,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 07:31:13.427502
218,4,Montpelier High School,2025-06-15 07:59:36.922077,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:28:30.922077
219,4,Montpelier High School,2025-06-15 08:32:25.628800,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:56:19.628800
220,4,Montpelier High School,2025-06-15 07:33:17.458355,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:24:11.458355
221,4,Montpelier High School,2025-06-15 08:46:34.741460,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:08:28.741460
222,4,Montpelier High School,2025-06-15 08:35:39.492796,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:44:33.492796
223,4,Montpelier High School,2025-06-15 08:01:20.423472,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:36:14.423472
224,4,Montpelier High School,2025-06-15 07:56:25.350928,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:58:19.350928
225,4,Montpelier High School,2025-06-15 08:55:15.888738,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:19:09.888738
226,4,Montpelier High School,2025-06-15 08:52:17.296203,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:52:11.296203
227,4,Montpelier High School,2025-06-15 07:54:41.021032,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:39:35.021032
228,4,Montpelier High School,2025-06-15 07:34:51.605730,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:10:45.605730
229,4,Montpelier High School,2025-06-15 08:48:30.492695,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:37:24.492695
230,4,Montpelier High School,2025-06-15 08:35:09.642735,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:31:03.642735
231,4,Montpelier High School,2025-06-15 08:51:29.157527,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:18:23.157527
232,4,Montpelier High School,2025-06-15 08:31:06.199427,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:05:00.199427
233,4,Montpelier High School,2025-06-15 07:22:44.076390,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:59:38.076390
234,4,Montpelier High School,2025-06-15 08:56:27.558990,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:53:21.558990
235,4,Montpelier High School,2025-06-15 08:04:48.267613,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:35:42.267613
236,4,Montpelier High School,2025-06-15 08:22:33.905174,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:34:27.905174
237,4,Montpelier High School,2025-06-15 07:13:18.342727,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:16:12.342727
238,4,Montpelier High School,2025-06-15 08:15:16.249531,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:51:10.249531
239,4,Montpelier High School,2025-06-15 07:46:53.767958,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:15:47.767958
240,4,Montpelier High School,2025-06-15 08:10:31.311744,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:08:25.311744
241,4,Montpelier High School,2025-06-15 07:48:42.720765,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:05:36.720765
242,4,Montpelier High School,2025-06-15 08:35:11.355970,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:08:05.355970
243,4,Montpelier High School,2025-06-15 08:10:00.004794,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:42:54.004794
244,4,Montpelier High School,2025-06-15 08:48:49.529894,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:48:43.529894
245,4,Montpelier High School,2025-06-15 08:54:48.766384,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:15:42.766384
246,4,Montpelier High School,2025-06-15 08:38:36.367101,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:51:30.367101
247,4,Montpelier High School,2025-06-15 08:17:25.429007,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:24:19.429007
248,4,Montpelier High School,2025-06-15 07:25:40.213351,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:01:34.213351
249,4,Montpelier High School,2025-06-15 08:25:03.569438,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:28:57.569438
250,4,Montpelier High School,2025-06-15 08:37:28.273937,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:46:22.273937
251,4,Montpelier High School,2025-06-15 07:48:08.685520,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:13:02.685520
252,4,Montpelier High School,2025-06-15 08:20:22.410289,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:21:16.410289
253,4,Montpelier High School,2025-06-15 07:29:13.472791,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:12:07.472791
254,4,Montpelier High School,2025-06-15 07:08:37.205102,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 07:53:31.205102
255,4,Montpelier High School,2025-06-15 07:15:40.322098,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:41:34.322098
256,4,Montpelier High School,2025-06-15 08:47:06.572514,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:00:00.572514
257,4,Montpelier High School,2025-06-15 07:22:07.617148,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:04:01.617148
258,4,Montpelier High School,2025-06-15 08:27:18.682476,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:39:12.682476
259,4,Montpelier High School,2025-06-15 07:10:45.983634,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:02:39.983634
260,4,Montpelier High School,2025-06-15 07:34:05.880799,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:33:59.880799
261,4,Montpelier High School,2025-06-15 07:36:23.741321,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:18:17.741321
262,4,Montpelier High School,2025-06-15 07:14:47.070789,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:14:41.070789
263,4,Montpelier High School,2025-06-15 08:58:37.790900,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:25:31.790900
264,4,Montpelier High School,2025-06-15 07:30:22.576761,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:28:16.576761
265,4,Montpelier High School,2025-06-15 07:51:58.208394,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:03:52.208394
266,4,Montpelier High School,2025-06-15 08:58:12.525133,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:39:06.525133
267,4,Montpelier High School,2025-06-15 08:08:06.640154,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:23:00.640154
268,4,Montpelier High School,2025-06-15 08:25:04.945435,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:47:58.945435
269,4,Montpelier High School,2025-06-15 07:46:04.127475,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 07:52:58.127475
270,4,Montpelier High School,2025-06-15 08:29:20.881458,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:51:14.881458
271,4,Montpelier High School,2025-06-15 07:13:13.013505,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 07:36:07.013505
272,4,Montpelier High School,2025-06-15 08:51:22.194889,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:34:16.194889
273,4,Montpelier High School,2025-06-15 07:24:46.259757,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:15:40.259757
274,4,Montpelier High School,2025-06-15 08:05:54.237527,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:10:48.237527
275,4,Montpelier High School,2025-06-15 08:11:03.052132,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:23:57.052132
276,4,Montpelier High School,2025-06-15 08:35:03.043880,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:18:57.043880
277,4,Montpelier High School,2025-06-15 07:35:02.345823,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:30:56.345823
278,4,Montpelier High School,2025-06-15 07:48:07.039246,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:29:01.039246
279,4,Montpelier High School,2025-06-15 08:58:18.255063,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:29:12.255063
280,4,Montpelier High School,2025-06-15 08:04:04.941303,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:47:58.941303
281,4,Montpelier High School,2025-06-15 08:48:59.909769,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:08:53.909769
282,4,Montpelier High School,2025-06-15 07:42:36.097067,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:42:30.097067
283,4,Montpelier High School,2025-06-15 08:04:53.823478,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:03:47.823478
284,4,Montpelier High School,2025-06-15 07:16:21.280382,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 07:41:15.280382
285,4,Montpelier High School,2025-06-15 08:53:27.485440,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:37:21.485440
286,4,Montpelier High School,2025-06-15 07:32:18.165816,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:56:12.165816
287,4,Montpelier High School,2025-06-15 07:01:24.079679,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 07:19:18.079679
288,4,Montpelier High School,2025-06-15 07:16:15.942260,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:28:09.942260
289,4,Montpelier High School,2025-06-15 08:34:33.320647,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:22:27.320647
290,4,Montpelier High School,2025-06-15 07:42:08.684301,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:36:02.684301
291,4,Montpelier High School,2025-06-15 08:39:50.602044,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:46:44.602044
292,4,Montpelier High School,2025-06-15 07:54:55.233817,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:37:49.233817
293,4,Montpelier High School,2025-06-15 08:27:39.815308,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:49:33.815308
294,4,Montpelier High School,2025-06-15 07:15:01.459401,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 07:59:55.459401
295,4,Montpelier High School,2025-06-15 08:31:24.709958,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:51:18.709958
296,4,Montpelier High School,2025-06-15 07:33:03.766677,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:02:57.766677
297,4,Montpelier High School,2025-06-15 08:36:23.388781,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:11:17.388781
298,4,Montpelier High School,2025-06-15 08:26:40.517163,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:21:34.517163
299,4,Montpelier High School,2025-06-15 08:30:54.927748,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:28:48.927748
300,4,Montpelier High School,2025-06-15 07:17:16.608978,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 07:48:10.608978
301,4,Montpelier High School,2025-06-15 07:01:43.893586,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:29:37.893586
302,4,Montpelier High School,2025-06-15 08:25:04.294813,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:24:58.294813
303,4,Montpelier High School,2025-06-15 07:17:19.386813,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 07:50:13.386813
304,4,Montpelier High School,2025-06-15 07:54:32.145264,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:25:26.145264
305,4,Montpelier High School,2025-06-15 08:33:19.450450,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:15:13.450450
306,4,Montpelier High School,2025-06-15 07:32:28.360479,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 07:38:22.360479
307,4,Montpelier High School,2025-06-15 08:23:47.427930,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:25:41.427930
308,4,Montpelier High School,2025-06-15 08:58:16.281148,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:28:10.281148
309,4,Montpelier High School,2025-06-15 08:41:07.624302,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:00:01.624302
310,4,Montpelier High School,2025-06-15 07:42:56.631644,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 07:54:50.631644
311,4,Montpelier High School,2025-06-15 07:09:00.586962,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:28:54.586962
312,4,Montpelier High School,2025-06-15 07:40:14.866610,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:11:08.866610
313,4,Montpelier High School,2025-06-15 07:00:40.451293,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:48:34.451293
314,4,Montpelier High School,2025-06-15 07:29:09.308309,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:43:03.308309
315,4,Montpelier High School,2025-06-15 07:23:09.436319,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 07:47:03.436319
316,4,Montpelier High School,2025-06-15 08:32:43.858136,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:11:37.858136
317,4,Montpelier High School,2025-06-15 08:49:04.700738,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:15:58.700738
318,4,Montpelier High School,2025-06-15 08:41:25.556332,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:18:19.556332
319,4,Montpelier High School,2025-06-15 07:42:14.861768,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:47:08.861768
320,4,Montpelier High School,2025-06-15 07:27:25.133869,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:14:19.133869
321,4,Montpelier High School,2025-06-15 08:41:00.921070,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:41:54.921070
322,4,Montpelier High School,2025-06-15 08:22:29.591742,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:16:23.591742
323,4,Montpelier High School,2025-06-15 08:22:00.178327,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:56:54.178327
324,4,Montpelier High School,2025-06-15 07:02:39.327238,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 07:41:33.327238
325,4,Montpelier High School,2025-06-15 08:50:38.796686,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:26:32.796686
326,4,Montpelier High School,2025-06-15 08:52:01.206696,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:06:55.206696
327,4,Montpelier High School,2025-06-15 08:15:30.403513,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:47:24.403513
328,4,Montpelier High School,2025-06-15 08:18:46.608285,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:56:40.608285
329,4,Montpelier High School,2025-06-15 08:17:51.090515,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:04:45.090515
330,4,Montpelier High School,2025-06-15 07:21:28.923393,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:39:22.923393
331,5,The Opera House in Barre,2025-06-15 13:57:45.535968,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:07:51.535968
332,6,Barre AUD,2025-06-15 11:49:28.954859,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 12:22:18.754859
333,6,Barre AUD,2025-06-15 13:20:49.032615,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 14:09:38.832615
334,6,Barre AUD,2025-06-15 16:56:17.399085,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:48:07.199085
335,6,Barre AUD,2025-06-15 10:48:05.589831,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 11:48:55.389831
336,6,Barre AUD,2025-06-15 13:44:51.329063,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 14:29:41.129063
337,6,Barre AUD,2025-06-15 14:35:10.544369,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 14:58:00.344369
338,6,Barre AUD,2025-06-15 16:30:17.551823,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 17:56:07.351823
339,6,Barre AUD,2025-06-15 16:14:16.498124,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:49:06.298124
340,6,Barre AUD,2025-06-15 09:43:02.209835,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:25:52.009835
341,6,Barre AUD,2025-06-15 16:54:51.092170,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 17:40:40.892170
342,6,Barre AUD,2025-06-15 16:08:54.864405,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:50:44.664405
343,6,Barre AUD,2025-06-15 10:36:53.930736,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 11:21:43.730736
344,6,Barre AUD,2025-06-15 16:58:14.650471,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:01:04.450471
345,6,Barre AUD,2025-06-15 17:38:47.643801,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 17:54:37.443801
346,6,Barre AUD,2025-06-15 10:45:20.733539,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 12:50:10.533539
347,6,Barre AUD,2025-06-15 08:23:40.797695,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:40:30.597695
348,6,Barre AUD,2025-06-15 16:41:03.732141,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 17:20:53.532141
349,6,Barre AUD,2025-06-15 13:15:38.147675,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 15:12:27.947675
350,6,Barre AUD,2025-06-15 14:09:23.006703,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 14:19:12.806703
351,6,Barre AUD,2025-06-15 12:10:09.193325,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 13:47:58.993325
352,6,Barre AUD,2025-06-15 08:17:25.997059,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:20:15.797059
353,6,Barre AUD,2025-06-15 18:19:16.383886,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:55:06.183886
354,6,Barre AUD,2025-06-15 17:27:31.233752,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 19:16:21.033752
355,6,Barre AUD,2025-06-15 08:03:26.216083,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:00:16.016083
356,6,Barre AUD,2025-06-15 18:48:42.214851,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 20:03:32.014851
357,6,Barre AUD,2025-06-15 14:44:26.576709,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 15:06:16.376709
358,6,Barre AUD,2025-06-15 16:45:48.046203,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:24:37.846203
359,6,Barre AUD,2025-06-15 16:48:20.477839,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:16:10.277839
360,6,Barre AUD,2025-06-15 13:10:49.472761,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 13:56:39.272761
361,6,Barre AUD,2025-06-15 11:42:07.185202,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 12:05:56.985202
362,6,Barre AUD,2025-06-15 12:49:46.363063,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 14:10:36.163063
363,6,Barre AUD,2025-06-15 18:57:21.559656,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 19:35:11.359656
364,6,Barre AUD,2025-06-15 17:24:17.755446,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:04:07.555446
365,6,Barre AUD,2025-06-15 16:14:07.981546,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 17:07:57.781546
366,6,Barre AUD,2025-06-15 12:13:37.336220,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 13:51:27.136220
367,6,Barre AUD,2025-06-15 17:05:43.015562,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:52:32.815562
368,6,Barre AUD,2025-06-15 17:43:49.322699,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:46:39.122699
369,6,Barre AUD,2025-06-15 15:56:05.734103,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:32:55.534103
370,6,Barre AUD,2025-06-15 14:35:01.825994,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 15:15:51.625994
371,6,Barre AUD,2025-06-15 11:07:23.519054,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 11:20:13.319054
372,6,Barre AUD,2025-06-15 18:43:19.920876,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 19:02:09.720876
373,6,Barre AUD,2025-06-15 09:34:55.340717,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 11:28:45.140717
374,6,Barre AUD,2025-06-15 17:27:44.279891,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 19:31:34.079891
375,6,Barre AUD,2025-06-15 16:13:56.445436,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:22:46.245436
376,6,Barre AUD,2025-06-15 14:36:27.417787,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 15:06:17.217787
377,6,Barre AUD,2025-06-15 15:52:00.736539,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:17:50.536539
378,6,Barre AUD,2025-06-15 11:05:06.112042,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 11:36:55.912042
379,6,Barre AUD,2025-06-15 17:15:05.366715,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 19:09:55.166715
380,6,Barre AUD,2025-06-15 17:39:38.045022,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 19:20:27.845022
381,6,Barre AUD,2025-06-15 13:01:36.802714,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 14:07:26.602714
382,6,Barre AUD,2025-06-15 16:41:01.467202,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:00:51.267202
383,6,Barre AUD,2025-06-15 10:26:01.588755,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 12:03:51.388755
384,6,Barre AUD,2025-06-15 12:51:57.899158,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 14:51:47.699158
385,6,Barre AUD,2025-06-15 12:43:35.615012,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 14:46:25.415012
386,7,Spaulding High School in Barre,2025-06-15 18:09:49.655119,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 19:29:13.655119
387,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 15:23:09.335398,2,Corner of Main and State in Montpelier,2025-06-15 16:40:59.135398
388,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 11:33:16.722638,2,Corner of Main and State in Montpelier,2025-06-15 12:01:06.522638
389,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:08:25.416060,2,Corner of Main and State in Montpelier,2025-06-15 10:20:15.216060
390,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 13:51:27.832326,2,Corner of Main and State in Montpelier,2025-06-15 15:46:17.632326
391,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 11:34:26.935668,2,Corner of Main and State in Montpelier,2025-06-15 13:11:16.735668
392,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 17:32:44.544391,2,Corner of Main and State in Montpelier,2025-06-15 17:57:34.344391
393,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:53:05.882303,2,Corner of Main and State in Montpelier,2025-06-15 11:00:55.682303
394,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:42:46.944282,2,Corner of Main and State in Montpelier,2025-06-15 09:36:36.744282
395,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:39:34.477811,2,Corner of Main and State in Montpelier,2025-06-15 19:32:24.277811
396,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:58:55.997529,2,Corner of Main and State in Montpelier,2025-06-15 09:47:45.797529
397,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:15:18.055618,2,Corner of Main and State in Montpelier,2025-06-15 17:16:07.855618
398,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:52:24.724169,2,Corner of Main and State in Montpelier,2025-06-15 17:00:14.524169
399,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 15:51:37.035544,2,Corner of Main and State in Montpelier,2025-06-15 16:20:26.835544
400,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:17:49.321481,2,Corner of Main and State in Montpelier,2025-06-15 16:55:39.121481
401,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:09:39.412995,2,Corner of Main and State in Montpelier,2025-06-15 11:40:29.212995
402,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 17:38:36.579333,2,Corner of Main and State in Montpelier,2025-06-15 19:10:26.379333
403,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 13:07:01.942395,2,Corner of Main and State in Montpelier,2025-06-15 13:58:51.742395
